基金代码,基金名称,基金类型,基金经理,今日净值,昨日净值,累计净值,今日涨跌幅,过去一月涨跌幅,过去三月涨跌幅,过去六月涨跌幅,过去一年涨跌幅,过去三年涨跌幅,成立以来涨跌幅
005495,创金合信科技成长股票A,股票型,周志敏,1.4888,1.49,1.49,-0.08%,1.42%,-14.58%,25.57%,72.43%,--,49.00%
005496,创金合信科技成长股票C,股票型,周志敏,1.4736,1.4682,1.4682,0.37%,1.38%,-14.69%,25.25%,71.16%,--,46.82%
005497,鑫元永利债券,债券型,颜昕,1.0384,1.0383,1.0383,0.01%,-0.63%,0.49%,1.86%,3.77%,--,3.83%
005498,银华积极成长混合,混合型,孙蓓琳,1.4023,1.3995,1.3995,0.20%,6.78%,6.26%,20.54%,48.39%,--,39.95%
005500,银华岁盈定期开放债券,定开债券,邹维娜,--,1.1086,1.1086, ,0.19%,2.21%,3.91%,6.27%,--,10.86%
005501,华安安逸半年定开债,定开债券,郑如熙,1.0287,1.0287,1.1119,0.00%,-0.92%,1.38%,3.31%,5.47%,--,9.89%
005502,华泰紫金智能量化股票发起,股票型,毛甜,1.0164,1.0113,1.0113,0.51%,1.00%,-6.36%,3.97%,17.74%,--,1.13%
005503,汇添富理财60天债券E,债券型,徐寅喆,1.0316,1.0314,1.0314,0.02%,0.03%,0.71%,1.52%,2.71%,--,3.14%
005504,添富沪港深大盘价值混合,混合型,陈健玮,0.9691,0.9682,0.9682,0.09%,2.79%,-1.90%,0.84%,15.40%,--,-3.18%
005505,前海开源中药股票A,股票型,范洁,1.4852,1.4868,1.4868,-0.11%,0.43%,-2.25%,6.83%,21.84%,--,48.68%
005506,前海开源中药股票C,股票型,范洁,1.4826,1.4832,1.4832,-0.04%,0.40%,-2.31%,6.71%,21.63%,--,48.32%
005507,永赢丰利债券A,债券型,章成,1.016,1.0159,1.1193,0.01%,-1.32%,1.53%,3.51%,5.21%,--,12.39%
005508,永赢丰利债券C,债券型,章成,1.0158,1.0157,1.1143,0.01%,-1.32%,1.49%,3.42%,4.99%,--,11.85%
005513,南华瑞恒中短债债券A,债券型,曹进前,1.0511,1.051,1.051,0.01%,-0.42%,0.91%,2.03%,4.06%,--,5.10%
005514,南华瑞恒中短债债券C,债券型,曹进前,1.0536,1.0535,1.0535,0.01%,0.17%,1.46%,2.50%,4.37%,--,5.35%
005515,银华中小市值量化优选A,股票型,马君,0.9389,0.9375,0.9375,0.15%,2.82%,-4.63%,9.47%,6.52%,--,-6.25%
005516,银华中小市值量化优选C,股票型,马君,0.9615,0.9601,0.9601,0.15%,2.81%,-4.70%,9.43%,6.96%,--,-3.99%
005517,富国新趋势灵活配置混合A,混合型,蔡耀华,1.0336,1.0318,1.0318,0.18%,0.17%,0.38%,4.16%,5.31%,--,3.18%
005518,富国新趋势灵活配置混合C,混合型,蔡耀华,1.0212,1.0193,1.0193,0.19%,0.13%,0.26%,3.89%,4.78%,--,1.93%
005519,银华混改红利灵活配置混合发起式,混合型,贲兴振,1.3664,1.3599,1.3599,0.48%,5.13%,4.71%,22.14%,39.29%,--,35.99%
005520,国投瑞银创新医疗混合,混合型,汤海波,1.4273,1.4302,1.4302,-0.20%,1.69%,12.30%,33.83%,50.96%,--,43.02%
005521,华安红利精选混合,混合型,杨明,1.0619,1.0553,1.0553,0.62%,4.37%,2.68%,4.75%,17.41%,--,5.53%
005522,华泰保兴吉年福定开混合,混合型,赵旭照,1.1615,1.1603,1.1603,0.10%,1.37%,-2.14%,3.23%,12.71%,--,16.03%
005523,泰康颐年混合A,混合型,桂跃强,1.1137,1.1133,1.1133,0.03%,-0.51%,-0.20%,2.20%,5.13%,--,11.33%
005524,泰康颐年混合C,混合型,桂跃强,1.1045,1.1042,1.1042,0.03%,-0.53%,-0.28%,2.04%,4.74%,--,10.42%
005525,工银瑞祥定开发起式债券,定开债券,李娜,1.0591,1.0589,1.1261,0.01%,-0.44%,1.67%,3.82%,6.11%,--,12.98%
005526,工银新生代消费混合,混合型,袁芳,1.6058,1.5992,1.5992,0.41%,6.21%,2.22%,24.27%,51.32%,--,59.92%
005527,中信建投山西国企债A,定开债券,黄海浩,1.073,1.0738,1.1338,-0.07%,-0.09%,1.16%,3.39%,6.18%,--,13.65%
005528,中信建投山西国企债C,定开债券,黄海浩,1.0657,1.0664,1.1264,-0.07%,-0.13%,1.06%,3.18%,5.76%,--,12.89%
005529,银华华茂定开债券,定开债券,吴文明,1.046,1.0467,1.1247,-0.07%,0.28%,2.64%,4.63%,6.83%,--,12.61%
005530,汇添富价值多因子股票,股票型,吴振翔,1.1854,1.1786,1.1786,0.58%,1.09%,-2.20%,5.91%,20.25%,--,17.86%
005531,华安安悦债券A,债券型,郑如熙,1.0708,1.0707,1.1176,0.01%,-0.43%,1.38%,3.36%,5.53%,--,12.11%
005532,华安安悦债券C,债券型,郑如熙,1.0695,1.0694,1.1259,0.01%,-0.44%,1.36%,3.31%,5.42%,--,13.02%
005533,银华国企改革混合发起式,混合型,焦巍,1.5368,1.5394,1.5394,-0.17%,2.00%,0.14%,22.55%,32.26%,--,53.94%
005534,华夏新时代混合(QDII),QDII,常亚桥,1.3074,1.3051,1.3051,0.18%,8.87%,8.55%,25.70%,47.10%,--,30.51%
005535,泰信竞争优选混合,混合型,徐慕浩,1.7657,1.7687,1.7687,-0.17%,7.87%,7.29%,35.48%,46.19%,--,76.87%
005537,中航新起航灵活配置混合A,混合型,韩浩,1.1348,1.1312,1.1312,0.32%,2.07%,1.68%,4.01%,10.87%,--,13.12%
005538,中航新起航灵活配置混合C,混合型,韩浩,1.1179,1.1155,1.1155,0.22%,2.06%,1.65%,3.87%,10.47%,--,11.55%
005541,前海开源盛鑫混合A,混合型,谭荐丰,1.8252,1.8212,1.8212,0.22%,-1.21%,1.45%,16.02%,31.89%,--,82.12%
005542,前海开源盛鑫混合C,混合型,谭荐丰,1.8231,1.8191,1.8191,0.22%,-1.22%,1.42%,15.95%,31.75%,--,81.91%
005543,银华心诚灵活配置混合,混合型,李晓星,1.2879,1.2832,1.2832,0.36%,6.76%,9.78%,17.18%,36.45%,--,28.32%
005544,银华瑞和灵活配置混合,混合型,周书,1.4061,1.3979,1.3979,0.58%,4.01%,1.32%,5.37%,26.48%,--,39.79%
005545,中银改革红利灵活配置混合,混合型,严菲,1.4777,1.4684,1.4684,0.63%,4.68%,-4.63%,12.96%,40.38%,--,46.84%
005547,诺安圆鼎定开债,定开债券,裴禹翔,1.052,1.0528,1.1346,-0.08%,0.40%,1.15%,2.72%,5.24%,--,13.71%
005548,诺安鑫享定开债发起式,定开债券,裴禹翔,1.0887,1.0895,1.1399,-0.07%,-0.27%,2.51%,4.83%,7.20%,--,14.32%
005549,富国成长优选三年定开混合,混合型,魏伟,--,0.9031,0.9031, ,3.92%,-1.70%,8.17%,9.91%,--,-9.69%
005550,汇安成长优选混合A,混合型,戴杰,1.1134,1.1054,1.1054,0.72%,2.89%,2.40%,11.27%,30.43%,--,10.54%
005551,汇安成长优选混合C,混合型,戴杰,1.0896,1.0832,1.0832,0.59%,2.82%,2.21%,10.84%,29.38%,--,8.32%
005552,国富新趋势混合A,混合型,杜飞,1.0803,1.0796,1.0796,0.06%,-1.32%,0.89%,2.33%,3.56%,--,7.96%
005553,国富新趋势混合C,混合型,杜飞,1.0769,1.0762,1.0762,0.06%,-1.33%,0.84%,2.23%,3.31%,--,7.62%
005554,南方H股联接A,联接基金,孙伟,0.9179,0.9114,0.9114,0.71%,-2.48%,-7.17%,-7.40%,-2.25%,--,-8.86%
005555,南方H股联接C,联接基金,孙伟,0.9095,0.9031,0.9031,0.71%,-2.50%,-7.27%,-7.58%,-2.64%,--,-9.69%
005556,汇安裕华定开债发起式,定开债券,黄济宽,1.0303,1.0302,1.1282,0.01%,-0.93%,1.64%,3.60%,6.10%,--,13.26%
005557,广发海外多元配置人民币,QDII,李耀柱,0.996,0.9945,0.9945,0.15%,9.74%,1.75%,5.07%,15.56%,--,-0.55%
005558,广发海外多元配置美元,QDII,李耀柱,0.1397,0.1395,0.1395,0.15%,8.98%,0.07%,3.64%,11.87%,--,-11.65%
005559,广发集泰债券A,债券型,王予柯,1.0914,1.0913,1.0913,0.01%,-0.27%,1.00%,4.13%,5.67%,--,9.13%
005560,广发集泰债券C,债券型,王予柯,1.0827,1.0826,1.0826,0.01%,-0.30%,0.90%,3.94%,5.23%,--,8.26%
005561,创金合信红利低波动A,股票指数,陈龙,0.9752,0.9679,0.9679,0.75%,1.23%,-3.15%,-2.18%,1.79%,--,-3.21%
005562,创金合信红利低波动C,股票指数,陈龙,0.9713,0.9641,0.9641,0.75%,1.21%,-3.20%,-2.29%,1.60%,--,-3.59%
005563,创金合信国证1000指数A,股票指数,陈龙,1.022,1.0169,1.0169,0.50%,1.44%,-4.74%,4.46%,10.76%,--,1.69%
005564,创金合信国证1000指数C,股票指数,陈龙,1.0176,1.0124,1.0124,0.51%,1.42%,-4.79%,4.36%,10.55%,--,1.24%
005565,创金合信国证2000指数A,股票指数,陈龙,0.9979,0.9982,0.9982,-0.03%,1.01%,-5.41%,11.32%,6.12%,--,-0.18%
005566,创金合信国证2000指数C,股票指数,陈龙,0.9959,0.9948,0.9948,0.11%,0.98%,-5.46%,11.21%,5.92%,--,-0.52%
005567,创金合信MSCI中国A股A,股票指数,陈龙,--,1.074,1.074, ,0.90%,-4.12%,3.22%,12.99%,--,7.40%
005568,创金合信MSCI中国A股C,股票指数,陈龙,--,1.0683,1.0683, ,0.88%,-4.17%,3.10%,12.74%,--,6.83%
005569,中融智选红利股票A,股票型,陈薪羽,1.1419,1.1359,1.1359,0.52%,1.46%,-1.93%,6.62%,16.91%,--,13.59%
005570,中融智选红利股票C,股票型,陈薪羽,1.1312,1.1247,1.1247,0.58%,1.39%,-2.11%,6.23%,16.54%,--,12.47%
005571,中银证券新能源混合A,混合型,张燕,1.251,1.2486,1.2486,0.20%,4.26%,-6.79%,19.59%,20.85%,--,24.86%
005572,中银证券新能源混合C,混合型,张燕,1.2435,1.2411,1.2411,0.20%,4.23%,-6.87%,19.39%,20.44%,--,24.11%
005573,东吴悦秀A,债券型,邵笛,1.0545,1.054,1.084,0.04%,-2.01%,-0.73%,0.76%,3.00%,--,8.54%
005574,东吴悦秀C,债券型,邵笛,1.053,1.0525,1.0825,0.04%,-2.01%,-0.76%,0.71%,2.93%,--,8.38%
005575,长信稳鑫三个月定开债发起式,定开债券,陆莹,1.0535,1.0542,1.1372,-0.06%,-0.17%,1.95%,4.35%,6.76%,--,14.20%
005576,华泰柏瑞新金融地产混合,混合型,杨景涵,0.9521,0.9388,0.9388,1.42%,-1.07%,-8.07%,-10.21%,-5.31%,--,-6.12%
005577,交银丰晟收益债券A,债券型,于海颖,--,1.0563,1.1463, ,0.06%,1.03%,2.37%,4.55%,--,14.94%
005578,交银丰晟收益债券C,债券型,于海颖,--,1.0533,1.1333, ,0.01%,0.88%,2.06%,3.91%,--,13.57%
005579,光大保德信晟利债券A,债券型,周华,1.0622,1.062,1.062,0.02%,-0.95%,-0.42%,1.02%,3.34%,--,6.20%
005580,光大保德信晟利债券C,债券型,周华,1.0507,1.0506,1.0506,0.01%,-0.99%,-0.51%,0.82%,2.55%,--,5.06%
005581,华夏信用债ETF联接A,联接基金,刘明宇,--,1.1242,1.1242, ,-0.86%,1.21%,3.00%,5.35%,--,12.42%
005582,华夏信用债ETF联接C,联接基金,刘明宇,--,1.1184,1.1184, ,-0.88%,1.14%,2.87%,5.08%,--,11.84%
005583,易方达港股通红利混合,混合型,陈宏初,0.8677,0.8642,0.8642,0.41%,4.32%,-2.36%,-1.16%,14.86%,--,-13.58%
005585,银河文体娱乐混合,混合型,卢轶乔,1.4003,1.398,1.398,0.17%,3.01%,-11.35%,4.55%,12.42%,--,39.80%
005587,安信比较优势混合,混合型,陈振宇,1.0932,1.0847,1.0847,0.78%,0.20%,-4.66%,2.59%,11.84%,--,8.47%
005588,长安裕腾混合A,混合型,杜振业,1.0236,1.0235,1.0235,0.01%,-0.09%,1.03%,2.62%,7.44%,--,2.35%
005589,长信企业精选定开混合,混合型,叶松,--,1.0154,1.3354, ,0.13%,2.33%,13.12%,24.92%,--,37.10%
005590,汇添富鑫永定开债A,定开债券,胡娜,1.0693,1.0692,1.138,0.01%,-0.34%,1.61%,3.23%,5.37%,--,14.20%
005591,汇添富鑫永定开债C,定开债券,胡娜,--,--,--, ,--,--,--,--,--,0.00%
005592,长安裕腾混合C,混合型,杜振业,1.0124,1.0123,1.0123,0.01%,-0.11%,0.98%,2.51%,7.14%,--,1.23%
005593,上投创新商业模式混合,混合型,郭晨,1.4249,1.4221,1.4221,0.20%,5.10%,-3.56%,30.50%,55.98%,--,42.21%
005594,招商添润3个月定开债A,定开债券,周欣宇,1.0156,1.0156,1.118,0.00%,-0.15%,1.34%,2.87%,4.77%,--,12.11%
005595,招商添润3个月定开债C,定开债券,周欣宇,--,--,--, ,--,--,--,--,--,0.00%
005596,建信战略精选灵活配置混合A,混合型,王东杰,1.434,1.4259,1.4259,0.57%,3.80%,0.70%,14.46%,45.72%,--,42.59%
005597,建信战略精选灵活配置混合C,混合型,王东杰,1.4185,1.4105,1.4105,0.57%,3.75%,0.58%,14.16%,44.89%,--,41.05%
005598,广发中小盘精选混合,混合型,李耀柱,1.2923,1.2913,1.2913,0.07%,11.15%,10.03%,24.62%,50.54%,--,29.13%
005599,汇安量化优选灵活配置A,混合型,朱晨歌,1.1776,1.168,1.168,0.82%,0.61%,-2.81%,1.89%,18.48%,--,16.79%
005600,汇安量化优选灵活配置C,混合型,朱晨歌,1.1548,1.1475,1.1475,0.63%,0.55%,-2.99%,1.49%,17.27%,--,14.74%
005601,汇安中短债债券A,债券型,杨芳,1.0312,1.0311,1.0361,0.01%,0.15%,1.01%,2.95%,--,--,3.61%
005602,汇安中短债债券C,债券型,杨芳,1.0292,1.0291,1.0341,0.01%,0.13%,0.94%,2.80%,--,--,3.41%
005603,嘉实新添康定期混合A,混合型,刘宁,1.1319,1.1249,1.1249,0.62%,3.12%,-4.68%,6.71%,10.01%,--,12.49%
005604,嘉实新添康定期混合C,混合型,刘宁,1.1199,1.1134,1.1134,0.58%,3.06%,-4.82%,6.39%,9.33%,--,11.34%
005606,招商招鸿6个月定开债发起式,定开债券,刘万锋,1.0337,1.0345,1.123,-0.08%,-0.52%,1.50%,3.65%,5.95%,--,12.70%
005607,华宝中证500增强A,股票指数,丰晨成,0.9928,0.9911,0.9911,0.17%,3.60%,-3.81%,11.50%,15.46%,--,-0.89%
005608,华宝中证500增强C,股票指数,丰晨成,0.9855,0.9828,0.9828,0.28%,3.56%,-3.91%,11.28%,15.00%,--,-1.72%
005609,富国军工主题混合,混合型,章旭峰,1.1917,1.1912,1.1912,0.04%,2.74%,-1.60%,24.77%,36.22%,--,19.12%
005610,中银泰享定期开放债券,定开债券,方抗,1.0327,1.0335,1.1268,-0.08%,-0.07%,2.35%,4.15%,6.21%,--,13.08%
005611,中银证券汇享定开债,定开债券,吴康,--,1.0734,1.1359, ,-0.27%,2.58%,4.50%,6.87%,--,14.01%
005612,嘉实核心优势股票发起式,股票型,胡宇飞,1.2269,1.2191,1.2191,0.64%,5.99%,3.89%,9.76%,29.75%,--,21.91%
005613,上投富时发达市场REITs,QDII-指数,施虓文,1.0121,0.9971,0.9971,1.50%,5.83%,-22.50%,-23.67%,-18.97%,--,-0.29%
005614,上投富时发达市场REITs美钞,QDII-指数,施虓文,0.142,0.1399,0.1399,1.50%,5.11%,-23.76%,-24.66%,-21.58%,--,-11.74%
005615,上投富时发达市场REITs美汇,QDII-指数,施虓文,0.142,0.1399,0.1399,1.50%,5.11%,-23.76%,-24.66%,-21.58%,--,-11.74%
005616,东方量化成长灵活配置混合,混合型,盛泽,1.1632,1.1619,1.1619,0.11%,-0.64%,-5.27%,10.45%,21.96%,--,16.19%
005617,中信嘉鑫3个月定开债,定开债券,吴胤希,1.066,1.066,1.141,0.00%,-0.76%,1.00%,3.08%,5.66%,--,14.50%
005618,融通红利机会主题精选混合A,混合型,何龙,1.4113,1.4075,1.4075,0.27%,3.97%,-0.51%,20.30%,47.41%,--,40.75%
005619,融通红利机会主题精选混合C,混合型,何龙,1.3958,1.392,1.392,0.27%,3.93%,-0.63%,19.97%,46.65%,--,39.20%
005620,中欧品质消费股票A,股票型,郭睿,1.8759,1.8775,1.8775,-0.09%,8.64%,18.85%,38.81%,54.35%,--,87.75%
005621,中欧品质消费股票C,股票型,郭睿,1.8449,1.8465,1.8465,-0.09%,8.57%,18.62%,38.28%,53.43%,--,84.65%
005622,博时富安3个月定开债,定开债券,黄海峰,1.0922,1.0921,1.1433,0.01%,-0.68%,1.55%,3.51%,5.93%,--,14.63%
005623,广发中债1-3年农发债指数A,债券指数,李伟,1.0329,1.0329,1.0965,0.00%,-0.67%,1.01%,2.49%,4.37%,--,9.89%
005624,广发中债1-3年农发债指数C,债券指数,李伟,1.0639,1.0639,1.1352,0.00%,-0.68%,0.98%,2.45%,4.28%,--,13.76%
005625,南华瑞鑫定期开放债券,定开债券,尹粒宇,1.0329,1.0336,1.1102,-0.07%,-0.20%,1.68%,2.55%,4.54%,--,11.34%
005628,汇安趋势动力股票A,股票型,邹唯,1.1766,1.1744,1.1744,0.19%,1.18%,-3.63%,10.81%,10.73%,--,17.44%
005629,汇安趋势动力股票C,股票型,邹唯,1.163,1.1589,1.1589,0.35%,1.14%,-3.75%,10.53%,10.17%,--,15.89%
005630,华安研究精选混合,混合型,万建军,1.6784,1.6785,1.6785,0.00%,5.67%,0.32%,28.79%,60.79%,--,67.85%
005631,博时富乾3个月定开债,定开债券,黄海峰,1.1164,1.1173,1.1417,-0.08%,-0.56%,2.20%,4.67%,7.13%,--,14.35%
005632,鹏华量化先锋混合,混合型,罗捷,0.9049,0.9027,1.5952,0.24%,1.88%,-6.62%,9.40%,14.91%,--,-9.73%
005633,建信中证500指数增强C,股票指数,叶乐天,2.0538,2.0503,2.0503,0.17%,1.76%,-5.28%,6.69%,7.13%,--,-13.55%
005634,汇安行业龙头混合,混合型,邹唯,1.0838,1.0834,1.0834,0.03%,4.46%,-8.41%,9.14%,--,--,8.34%
005635,博时量化多策略股票A,股票型,黄瑞庆,1.0537,1.0476,1.0476,0.58%,0.84%,-3.70%,3.82%,12.92%,--,4.76%
005636,博时量化多策略股票C,股票型,黄瑞庆,1.0357,1.0297,1.0297,0.58%,0.78%,-3.88%,3.40%,12.03%,--,2.97%
005637,中融聚业定期开放债券,定开债券,朱柏蓉,1.0208,1.0207,1.0712,0.01%,-0.14%,1.61%,3.34%,5.38%,--,7.28%
005638,农银汇理量化智慧动力混合,混合型,魏刚,1.2571,1.2544,1.2544,0.21%,2.52%,-4.05%,17.44%,33.82%,--,25.44%
005639,平安300ETF联接A,联接基金,成钧,1.0346,1.0274,1.0274,0.70%,0.77%,-5.44%,-0.84%,7.09%,--,2.74%
005640,平安300ETF联接C,联接基金,成钧,1.0257,1.0185,1.0185,0.70%,0.73%,-5.53%,-1.04%,6.65%,--,1.85%
005641,国投瑞银顺源6个月定开债,定开债券,宋璐,1.0624,1.0623,1.1424,0.01%,-0.91%,2.16%,4.31%,6.51%,--,14.80%
005642,鹏扬景升A,混合型,赵世宏,1.4961,1.4911,1.4911,0.33%,5.07%,4.15%,24.90%,49.08%,--,49.11%
005643,鹏扬景升C,混合型,赵世宏,1.4687,1.466,1.466,0.18%,5.01%,3.95%,24.41%,47.95%,--,46.60%
005644,广发沪港深龙头混合,混合型,余昊,0.9293,0.9263,0.9263,0.33%,3.93%,-3.73%,0.37%,7.04%,--,-7.37%
005645,华泰保兴尊信定开债,定开债券,周咏梅,1.1336,1.1335,1.1335,0.01%,-0.34%,1.58%,3.32%,5.44%,--,13.34%
005646,中海沪港深多策略灵活配置混合,混合型,姚炜,0.9673,0.9671,0.9671,0.02%,2.45%,-0.39%,3.20%,14.06%,--,-3.29%
005647,广发汇佳定期开放债券,定开债券,王予柯,1.0229,1.0228,1.1084,0.01%,-0.81%,1.43%,3.01%,4.78%,--,11.15%
005648,招商添琪3个月定开债A,定开债券,周欣宇,1.0333,1.0332,1.1213,0.01%,-0.19%,1.07%,3.24%,5.25%,--,12.44%
005649,招商添琪3个月定开债C,定开债券,周欣宇,--,--,--, ,--,--,--,--,--,0.00%
005650,万家量化同顺混合A,混合型,乔亮,1.1148,1.1075,1.1075,0.66%,-0.23%,-4.76%,4.95%,12.43%,--,10.75%
005651,万家量化同顺混合C,混合型,乔亮,1.1016,1.0944,1.0944,0.66%,-0.27%,-4.88%,4.68%,11.88%,--,9.44%
005652,国富天颐混合A,混合型,刘晓,1.0603,1.0597,1.1315,0.05%,-0.19%,0.56%,4.97%,9.73%,--,13.33%
005653,国富天颐混合C,混合型,刘晓,1.041,1.0404,1.1169,0.06%,-0.25%,0.41%,4.65%,9.08%,--,11.69%
005654,天弘悦享定开债券,定开债券,王昌俊,1.1142,1.115,1.115,-0.07%,0.15%,1.74%,3.61%,5.82%,--,11.50%
005655,诺安浙享定开债券,定开债券,岳帅,1.0741,1.0749,1.1,-0.08%,0.36%,2.21%,4.45%,6.63%,--,10.16%
005656,光大保德信安泽债券A,债券型,周华,1.1149,1.1142,1.1336,0.06%,0.13%,-0.07%,5.65%,10.26%,--,13.53%
005657,光大保德信安泽债券C,债券型,周华,1.1084,1.1078,1.1257,0.06%,0.10%,-0.17%,5.45%,9.79%,--,12.72%
005658,华夏沪深300ETF联接C,联接基金,张弘弢,1.2898,1.2808,1.2808,0.70%,0.72%,-5.62%,-0.79%,7.18%,--,-6.78%
005659,南方恒指ETF联接C,联接基金,罗文杰,0.9444,0.9466,0.9466,-0.23%,-3.05%,-11.47%,-11.76%,-10.10%,--,-14.37%
005660,嘉实资源精选股票A,股票型,吴云峰,1.1847,1.1775,1.1775,0.62%,2.28%,-4.52%,4.33%,13.45%,--,17.75%
005661,嘉实资源精选股票C,股票型,吴云峰,1.1766,1.1691,1.1691,0.64%,2.24%,-4.63%,4.11%,13.08%,--,16.91%
005662,嘉实金融精选股票A,股票型,李欣,1.1627,1.1492,1.1492,1.18%,-1.30%,-8.39%,-6.27%,4.29%,--,14.92%
005663,嘉实金融精选股票C,股票型,李欣,1.1539,1.1365,1.1365,1.53%,-1.34%,-8.50%,-6.51%,3.68%,--,13.65%
005664,鹏扬景欣混合A,混合型,赵世宏,1.264,1.2631,1.2631,0.07%,2.23%,3.82%,12.15%,21.02%,--,26.31%
005665,鹏扬景欣混合C,混合型,赵世宏,1.247,1.2462,1.2462,0.07%,2.19%,3.72%,11.90%,20.65%,--,24.62%
005666,上银慧佳盈债券,债券型,楼昕宇,1.0171,1.017,1.101,0.01%,-0.72%,1.78%,3.83%,5.75%,--,10.45%
005667,易方达富财纯债,债券型,王晓晨,1.0289,1.0288,1.0768,0.01%,-1.11%,1.48%,3.10%,5.05%,--,7.83%
005668,融通新能源汽车主题精选混合,混合型,王迪,1.3695,1.3671,1.3671,0.17%,6.95%,-5.62%,16.15%,51.40%,--,36.71%
005669,前海开源公用事业股票,股票型,史程,1.0009,0.9967,0.9967,0.42%,0.76%,-1.92%,-4.21%,1.36%,--,-0.33%
005670,嘉实致兴定开债发起式,定开债券,尹页,1.0584,1.0583,1.1445,0.01%,-0.25%,0.32%,1.28%,3.98%,--,14.90%
005671,前海联合研究优选混合A,混合型,何杰,1.5711,1.5683,1.5683,0.18%,7.05%,8.42%,29.71%,58.09%,--,56.83%
005672,前海联合研究优选混合C,混合型,何杰,1.5424,1.545,1.545,-0.17%,6.99%,8.21%,29.19%,56.87%,--,54.50%
005674,诺德消费升级混合,混合型,朱红,1.3075,1.3072,1.3072,0.02%,3.27%,4.70%,19.76%,27.62%,--,30.71%
005675,易方达恒生国企ETF联接C,QDII-指数,余海燕,1.1406,1.133,1.133,0.67%,-2.02%,-7.23%,-8.04%,0.11%,--,-2.84%
005676,易方达标普消费品指数C,QDII-指数,张胜记,1.887,1.874,1.874,0.69%,8.26%,-4.14%,-7.09%,3.54%,--,6.66%
005677,安信永盛定开债券,定开债券,庄园,1.0417,1.0416,1.0906,0.01%,-0.29%,1.14%,2.53%,4.55%,--,9.03%
005678,安信尊享添益债券A,债券型,肖芳芳,1.1549,1.1545,1.1545,0.04%,-0.24%,0.74%,3.23%,6.48%,--,15.45%
005679,财通鑫盛6个月定开,混合型,于洋,--,1.1728,1.1728, ,0.39%,-3.75%,0.57%,10.07%,--,17.28%
005680,财通资管价值成长混合,混合型,于洋,1.5571,1.5429,1.5429,0.92%,7.63%,3.09%,27.45%,54.66%,--,54.27%
005682,财通资管消费精选混合,混合型,于洋,1.5553,1.5509,1.5509,0.28%,3.48%,-8.77%,19.15%,60.82%,--,55.09%
005683,国寿安保华兴灵活配置混合,混合型,张琦,1.3744,1.3681,1.3981,0.46%,5.08%,-0.24%,15.53%,41.61%,--,40.45%
005684,财通鸿睿12个月定开债A,定开债券,陈希希,--,1.0738,1.1238, ,-0.05%,0.62%,3.33%,6.49%,--,12.64%
005685,财通鸿睿12个月定开债C,定开债券,陈希希,--,1.0658,1.1158, ,-0.08%,0.52%,3.13%,6.04%,--,11.82%
005686,财通瑞享12个月定开,混合型,顾宇笛,--,1.13,1.13, ,-0.11%,-0.07%,2.85%,5.48%,--,12.99%
005689,中银医疗保健混合,混合型,刘潇,2.0392,2.0374,2.0654,0.09%,4.13%,14.08%,34.65%,87.12%,--,108.81%
005690,中银安享债券,债券型,周毅,1.0177,1.0176,1.0681,0.01%,-1.27%,1.18%,3.27%,5.53%,--,6.92%
005691,南方中证100指数C,股票指数,龚涛,1.1689,1.1592,1.6329,0.84%,0.81%,-3.73%,-0.51%,10.03%,--,3.81%
005692,广发全指工业ETF联接C,联接基金,陆志明,0.781,0.7811,0.7811,-0.01%,0.71%,-5.42%,5.48%,1.24%,--,-13.42%
005693,广发中证军工ETF联接C,联接基金,霍华明,0.8001,0.799,0.799,0.13%,1.32%,-7.52%,10.37%,9.02%,--,11.78%
005695,华安睿明两年定开混合A,混合型,杨明,0.9908,0.9878,0.9878,0.31%,0.73%,0.54%,4.46%,5.30%,--,-1.22%
005696,华安睿明两年定开混合C,混合型,杨明,0.9703,0.9673,0.9673,0.31%,0.65%,0.28%,3.92%,4.23%,--,-3.27%
005698,华夏全球科技先锋混合,QDII,李湘杰,1.1852,1.1754,1.1754,0.84%,6.57%,-1.30%,3.25%,25.35%,--,17.54%
005699,工银新经济人民币,QDII,孙裕文,1.0857,1.0874,1.0874,-0.16%,5.11%,2.44%,8.75%,22.51%,--,8.74%
005700,工银新经济美元,QDII,孙裕文,0.1523,0.1525,0.1525,-0.16%,4.38%,0.73%,7.32%,18.49%,--,-3.11%
005701,上投摩根香港精选港股通,混合型,张淑婉,1.0475,1.0477,1.0477,-0.02%,2.52%,-2.98%,2.19%,13.60%,--,4.77%
005702,恒生前海港股通高股息指数,股票指数,杨伟,0.852,0.8519,0.8519,0.01%,-4.72%,-12.69%,-14.05%,-11.53%,--,-14.81%
005703,永赢增益债券A,债券型,乔嘉麒,1.0368,1.0366,1.1296,0.02%,-1.17%,1.50%,3.93%,6.49%,--,13.50%
005704,永赢增益债券C,债券型,乔嘉麒,1.0364,1.0362,1.1248,0.02%,-1.19%,1.45%,3.85%,6.30%,--,12.98%
005705,永赢恒益债券,债券型,章成,1.0645,1.0644,1.1114,0.01%,-1.02%,1.82%,3.89%,4.98%,--,11.37%
005706,兴业龙腾双益平衡混合,混合型,刘方旭,1.3139,1.3142,1.3142,-0.02%,2.14%,4.78%,10.70%,20.90%,--,31.42%
